"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"02.12.2021","61,28","59,74","61,58","59,14","29,22M","2,49%"
"01.12.2021","59,79","60,90","62,03","59,75","30,67M","-0,08%"
"30.11.2021","59,84","60,46","61,19","59,66","34,98M","-2,84%"
"29.11.2021","61,59","62,57","63,14","61,29","18,95M","0,56%"
"26.11.2021","61,25","60,52","61,42","59,54","24,98M","-3,51%"
"24.11.2021","63,48","62,58","63,85","62,58","15,87M","0,55%"
"23.11.2021","63,13","62,19","63,38","61,92","21,19M","2,63%"
"22.11.2021","61,51","60,32","62,54","60,32","22,00M","1,38%"
"19.11.2021","60,67","61,89","62,03","60,41","32,04M","-4,62%"
"18.11.2021","63,61","64,16","64,53","63,11","16,95M","-1,09%"
"17.11.2021","64,31","64,38","65,24","64,18","15,50M","-1,09%"
"16.11.2021","65,02","64,34","65,37","64,34","17,03M","1,01%"
"15.11.2021","64,37","63,76","64,77","63,22","18,85M","0,86%"
"12.11.2021","63,82","63,96","64,37","63,58","18,16M","-0,76%"
"11.11.2021","64,31","64,19","64,82","64,02","13,32M","0,19%"
"10.11.2021","64,19","65,32","65,65","63,77","20,18M","-3,27%"
"09.11.2021","66,36","65,77","66,37","65,31","18,78M","0,97%"
"08.11.2021","65,72","65,55","66,38","65,38","17,70M","1,08%"
"05.11.2021","65,02","65,05","65,33","64,56","18,57M","0,95%"
"04.11.2021","64,41","64,68","64,89","63,83","17,72M","0,75%"
"03.11.2021","63,93","64,04","64,45","63,66","17,37M","-1,37%"
"02.11.2021","64,82","65,03","65,45","64,66","16,30M","-1,23%"
"01.11.2021","65,63","65,07","66,08","65,02","19,66M","1,80%"
"29.10.2021","64,47","65,05","65,36","64,33","23,97M","0,25%"
"28.10.2021","64,31","63,82","64,47","63,63","16,63M","0,28%"
"27.10.2021","64,13","65,16","65,25","63,97","21,76M","-2,60%"
"26.10.2021","65,84","64,49","65,94","64,36","25,59M","2,32%"
"25.10.2021","64,35","63,72","64,42","63,58","17,94M","1,95%"
"22.10.2021","63,12","62,77","63,22","62,35","14,27M","0,69%"
"21.10.2021","62,69","63,47","63,64","62,35","16,56M","-1,82%"
"20.10.2021","63,85","62,89","63,87","62,72","14,31M","0,55%"
"19.10.2021","63,50","62,87","63,61","62,67","18,93M","1,50%"
"18.10.2021","62,56","63,09","63,14","62,27","18,28M","-0,05%"
"15.10.2021","62,59","62,73","63,07","62,44","16,09M","0,95%"
"14.10.2021","62,00","61,71","62,22","61,17","18,59M","1,52%"
"13.10.2021","61,07","60,78","61,39","60,21","14,99M","-0,28%"
"12.10.2021","61,24","61,57","61,98","60,85","20,20M","-0,52%"
"11.10.2021","61,56","63,03","63,06","61,50","22,12M","-1,00%"
"08.10.2021","62,18","61,25","62,42","61,25","22,19M","2,51%"
"07.10.2021","60,66","60,61","61,08","60,14","19,51M","0,28%"
"06.10.2021","60,49","60,47","61,12","59,75","25,28M","-1,83%"
"05.10.2021","61,62","62,51","62,69","61,02","29,64M","-0,16%"
"04.10.2021","61,72","61,32","62,07","60,95","33,95M","1,30%"
"01.10.2021","60,93","59,41","60,99","59,41","24,41M","3,59%"
"30.09.2021","58,82","60,12","60,17","58,81","31,29M","-1,77%"
"29.09.2021","59,88","59,84","60,19","59,05","23,42M","-0,07%"
"28.09.2021","59,92","59,90","60,48","59,51","37,62M","1,05%"
"27.09.2021","59,30","58,85","59,80","58,82","32,97M","2,97%"
"24.09.2021","57,59","56,70","57,82","56,68","22,33M","0,89%"
"23.09.2021","57,08","55,42","57,24","55,28","23,07M","3,39%"
"22.09.2021","55,21","54,43","55,90","54,37","25,69M","2,93%"
"21.09.2021","53,64","54,37","54,51","53,25","19,70M","-0,09%"
"20.09.2021","53,69","53,78","54,17","52,96","27,56M","-2,66%"
"17.09.2021","55,16","55,34","56,75","55,10","30,03M","-1,18%"
"16.09.2021","55,82","56,46","56,46","55,50","17,91M","-1,06%"
"15.09.2021","56,42","55,37","56,53","55,31","23,24M","3,37%"
"14.09.2021","54,58","55,69","55,77","54,41","19,94M","-1,43%"
"13.09.2021","55,37","54,65","55,92","54,62","22,05M","2,58%"
"10.09.2021","53,98","55,19","55,23","53,95","15,12M","-0,20%"
"09.09.2021","54,09","53,62","55,00","53,30","19,11M","0,07%"
"08.09.2021","54,05","54,79","55,18","54,01","18,76M","-0,92%"
"07.09.2021","54,55","54,67","55,27","54,47","14,36M","-0,58%"
"03.09.2021","54,87","55,12","55,32","54,60","13,85M","-0,38%"
"02.09.2021","55,08","54,29","55,64","54,27","23,30M","2,44%"
"01.09.2021","53,77","54,49","54,76","53,60","21,64M","-1,38%"
"31.08.2021","54,52","54,93","55,31","54,46","27,10M","-1,16%"
"30.08.2021","55,16","56,24","56,34","55,12","14,09M","-1,09%"
"27.08.2021","55,77","55,40","56,21","55,40","15,82M","1,94%"
"26.08.2021","54,71","55,20","55,54","54,63","11,84M","-1,35%"
"25.08.2021","55,46","55,24","55,77","54,87","13,27M","0,18%"
"24.08.2021","55,36","55,29","55,85","55,01","17,92M","0,82%"
"23.08.2021","54,91","53,95","55,06","53,95","21,63M","4,11%"
"20.08.2021","52,74","52,27","53,13","52,11","16,92M","0,02%"
"19.08.2021","52,73","53,47","53,71","52,10","30,92M","-3,05%"
"18.08.2021","54,39","55,42","55,81","54,31","21,89M","-2,11%"
"17.08.2021","55,56","55,50","56,30","54,99","16,24M","-0,68%"
"16.08.2021","55,94","56,02","56,09","55,27","16,97M","-1,46%"
"13.08.2021","56,77","57,03","57,07","56,30","20,06M","-1,01%"
"12.08.2021","57,35","57,40","57,79","56,87","19,23M","-1,71%"
"11.08.2021","58,35","58,19","58,50","57,72","18,28M","0,29%"
"10.08.2021","58,18","57,42","58,36","57,30","16,34M","1,71%"
"09.08.2021","57,20","57,13","57,52","56,83","17,83M","-1,14%"
"06.08.2021","57,86","57,66","58,07","57,53","14,89M","1,15%"
"05.08.2021","57,20","57,13","57,70","56,83","15,18M","0,63%"
"04.08.2021","56,84","57,19","57,88","56,81","20,87M","-2,34%"
"03.08.2021","58,20","57,57","58,41","56,93","18,21M","1,08%"
"02.08.2021","57,58","57,55","59,06","57,40","20,87M","0,02%"
"30.07.2021","57,57","58,88","58,88","57,32","28,65M","-2,31%"
"29.07.2021","58,93","59,00","59,33","58,56","18,61M","1,22%"
"28.07.2021","58,22","58,00","58,63","57,62","16,86M","0,67%"
"27.07.2021","57,83","58,01","58,01","57,21","16,86M","-1,11%"
"26.07.2021","58,48","57,16","58,65","57,00","18,39M","2,52%"
"23.07.2021","57,04","57,29","57,29","56,47","14,09M","-0,12%"
"22.07.2021","57,11","57,73","57,74","56,66","13,49M","-1,13%"
"21.07.2021","57,76","56,86","58,30","56,83","20,91M","3,22%"
"20.07.2021","55,96","55,50","56,60","55,03","26,76M","1,10%"
"19.07.2021","55,35","55,64","56,20","54,60","37,97M","-3,44%"
"16.07.2021","57,32","59,18","59,26","57,15","27,05M","-2,77%"
"15.07.2021","58,95","59,17","59,70","58,76","15,85M","-0,97%"
"14.07.2021","59,53","61,17","61,73","59,35","21,57M","-2,22%"
"13.07.2021","60,88","61,00","61,51","60,51","17,15M","-0,47%"
"12.07.2021","61,17","60,42","61,50","60,16","21,81M","-0,10%"
"09.07.2021","61,23","60,69","61,45","60,24","20,09M","1,81%"
"08.07.2021","60,14","59,45","60,71","59,31","18,94M","-0,45%"
"07.07.2021","60,41","61,18","61,81","59,62","21,67M","-1,56%"
"06.07.2021","61,37","62,75","62,76","60,90","22,11M","-2,85%"
"02.07.2021","63,17","63,01","63,32","62,42","14,57M","-0,14%"
"01.07.2021","63,26","64,33","64,42","62,77","22,53M","0,29%"
"30.06.2021","63,08","62,70","63,23","62,45","17,88M","0,73%"
"29.06.2021","62,62","63,21","63,77","62,58","19,58M","-0,62%"
"28.06.2021","63,01","64,56","64,56","62,75","20,57M","-2,55%"
"25.06.2021","64,66","64,61","64,93","64,36","18,44M","0,22%"
"24.06.2021","64,52","64,15","64,56","63,81","19,57M","0,40%"
"23.06.2021","64,26","64,05","64,70","63,58","20,70M","0,74%"
"22.06.2021","63,79","62,85","64,01","62,23","25,14M","1,92%"
"21.06.2021","62,59","60,93","62,70","60,90","33,15M","3,63%"
"18.06.2021","60,40","61,00","61,55","60,24","39,59M","-2,56%"
"17.06.2021","61,99","63,86","64,46","61,27","28,49M","-3,29%"
"16.06.2021","64,10","64,32","64,80","63,56","24,80M","-0,36%"
"15.06.2021","64,33","62,48","64,40","62,35","30,72M","3,64%"
"14.06.2021","62,07","62,30","62,78","61,57","17,00M","-0,16%"
"11.06.2021","62,17","63,01","63,19","62,14","17,63M","-0,92%"
"10.06.2021","62,75","63,61","63,97","62,25","27,49M","0,16%"
"09.06.2021","62,65","62,67","63,42","62,19","29,13M","0,84%"
"08.06.2021","62,13","61,50","62,48","60,67","28,95M","1,77%"
"07.06.2021","61,05","61,33","61,73","61,02","15,48M","-0,65%"
"04.06.2021","61,45","61,46","61,70","60,78","20,43M","0,44%"
"03.06.2021","61,18","60,55","61,41","60,35","20,27M","0,39%"
"02.06.2021","60,94","60,75","61,31","60,17","22,98M","0,79%"
"01.06.2021","60,46","59,45","60,69","59,45","28,47M","3,58%"
"28.05.2021","58,37","58,73","58,80","58,11","19,25M","-0,32%"
"27.05.2021","58,56","59,23","59,70","58,02","33,56M","-0,64%"
"26.05.2021","58,94","58,25","59,12","57,90","21,70M","1,17%"
"25.05.2021","58,26","59,50","59,54","58,12","25,62M","-2,26%"
"24.05.2021","59,61","59,08","59,80","58,69","18,40M","1,17%"
"21.05.2021","58,92","59,42","59,83","58,85","20,79M","0,14%"
"20.05.2021","58,84","58,95","59,15","58,24","20,69M","-0,24%"
"19.05.2021","58,98","59,10","59,85","58,42","28,89M","-2,40%"
"18.05.2021","60,43","62,00","62,30","60,40","25,17M","-2,83%"
"17.05.2021","62,19","60,54","62,25","60,43","25,28M","2,34%"
"14.05.2021","60,77","59,93","60,88","59,93","20,74M","2,48%"
"13.05.2021","59,30","59,00","60,45","58,75","24,27M","-1,23%"
"12.05.2021","60,04","60,01","61,68","59,75","34,43M","-0,91%"
"11.05.2021","60,59","61,63","62,38","60,38","34,56M","-3,18%"
"10.05.2021","62,58","63,24","64,02","62,53","31,96M","0,24%"
"07.05.2021","62,43","61,07","62,47","60,85","33,61M","1,43%"
"06.05.2021","61,55","60,86","61,64","60,03","26,84M","0,95%"
"05.05.2021","60,97","59,77","61,05","59,40","31,53M","3,01%"
"04.05.2021","59,19","59,00","59,50","58,51","23,52M","0,63%"
"03.05.2021","58,82","57,98","58,99","57,74","20,51M","2,76%"
"30.04.2021","57,24","58,33","58,89","57,16","30,52M","-2,88%"
"29.04.2021","58,94","58,92","59,48","58,15","27,32M","1,43%"
"28.04.2021","58,11","56,91","58,46","56,79","24,73M","3,01%"
"27.04.2021","56,41","56,01","56,63","55,81","19,28M","1,31%"
"26.04.2021","55,68","55,47","56,28","55,44","16,08M","0,20%"
"23.04.2021","55,57","55,27","55,94","55,18","15,34M","0,54%"
"22.04.2021","55,27","55,99","55,99","55,02","21,60M","-1,30%"
"21.04.2021","56,00","54,50","56,13","54,30","16,63M","1,28%"
"20.04.2021","55,29","56,47","56,47","54,78","21,78M","-2,11%"
"19.04.2021","56,48","56,75","57,14","55,96","21,12M","-0,32%"
"16.04.2021","56,66","57,36","57,68","56,44","22,75M","-0,56%"
"15.04.2021","56,98","57,42","57,42","56,78","23,25M","-0,59%"
"14.04.2021","57,32","56,41","58,01","56,25","28,05M","2,89%"
"13.04.2021","55,71","55,30","55,98","55,09","19,37M","0,38%"
"12.04.2021","55,50","56,76","56,79","55,31","20,24M","-0,66%"
"09.04.2021","55,87","56,00","56,44","55,53","20,02M","-0,23%"
"08.04.2021","56,00","55,93","56,08","55,32","22,00M","-1,04%"
"07.04.2021","56,59","56,39","56,77","56,24","22,38M","0,44%"
"06.04.2021","56,34","56,84","57,54","56,26","18,93M","-0,28%"
"05.04.2021","56,50","57,30","57,32","56,14","23,26M","-1,55%"
"01.04.2021","57,39","56,32","57,45","56,14","23,19M","2,79%"
"31.03.2021","55,83","56,35","56,63","55,80","23,69M","-1,52%"
"30.03.2021","56,69","56,86","57,36","56,49","20,30M","-1,24%"
"29.03.2021","57,40","57,34","57,82","56,74","21,14M","-0,54%"
"26.03.2021","57,71","57,30","57,78","56,52","34,23M","2,72%"
"25.03.2021","56,18","55,21","56,50","54,50","31,50M","-0,28%"
"24.03.2021","56,34","56,08","57,28","56,08","29,78M","2,03%"
"23.03.2021","55,22","54,94","56,29","54,45","33,49M","-1,23%"
"22.03.2021","55,91","56,50","56,86","55,90","29,32M","-1,03%"
"19.03.2021","56,49","56,71","57,47","55,81","84,44M","-0,56%"
"18.03.2021","56,81","58,81","58,97","56,52","38,62M","-4,31%"
"17.03.2021","59,37","58,69","59,73","58,62","25,58M","0,44%"
"16.03.2021","59,11","59,54","59,66","58,44","30,62M","-2,12%"
"15.03.2021","60,39","61,49","61,85","59,87","31,26M","-2,55%"
"12.03.2021","61,97","61,55","62,37","61,50","20,42M","1,08%"
"11.03.2021","61,31","61,78","62,55","61,26","24,80M","-0,74%"
"10.03.2021","61,77","60,52","61,92","60,03","31,58M","3,07%"
"09.03.2021","59,93","60,61","61,39","59,47","35,65M","-1,54%"
"08.03.2021","60,87","61,58","61,61","59,82","38,15M","-0,10%"
"05.03.2021","60,93","59,83","61,05","59,11","51,43M","3,78%"
"04.03.2021","58,71","57,12","59,47","57,10","52,14M","3,87%"
"03.03.2021","56,52","56,42","57,96","55,88","35,36M","0,80%"
"02.03.2021","56,07","56,65","56,96","56,02","30,30M","-0,59%"
"01.03.2021","56,40","56,47","57,61","56,13","37,00M","3,73%"
"26.02.2021","54,37","54,41","55,06","53,12","35,29M","-2,49%"
"25.02.2021","55,76","56,98","57,24","55,35","29,67M","-1,66%"
"24.02.2021","56,70","55,19","57,00","54,87","28,73M","3,00%"
"23.02.2021","55,05","54,98","55,26","53,74","33,53M","1,38%"
"22.02.2021","54,30","52,59","54,81","52,59","36,44M","3,69%"
"19.02.2021","52,37","52,11","52,56","51,92","22,61M","0,67%"
"18.02.2021","52,02","52,81","52,94","51,86","20,63M","-1,57%"
"17.02.2021","52,85","52,35","53,27","51,80","25,55M","1,56%"
"16.02.2021","52,04","51,96","52,53","51,62","28,06M","3,01%"
"12.02.2021","50,52","49,43","50,71","49,41","19,76M","1,36%"
"11.02.2021","49,84","50,89","50,93","48,78","26,97M","-2,50%"
"10.02.2021","51,12","50,63","51,42","50,39","25,72M","0,97%"
"09.02.2021","50,63","50,67","50,96","49,77","28,98M","-2,82%"
"08.02.2021","52,10","50,92","52,36","50,71","37,00M","4,30%"
"05.02.2021","49,95","49,18","50,12","49,04","34,98M","3,35%"
"04.02.2021","48,33","47,88","48,38","47,25","25,28M","1,92%"
"03.02.2021","47,42","45,63","47,67","45,42","28,46M","3,92%"
"02.02.2021","45,63","45,81","46,99","45,28","31,94M","1,58%"
"01.02.2021","44,92","45,58","45,58","44,29","24,41M","0,18%"
"29.01.2021","44,84","45,55","46,04","44,51","38,96M","-2,65%"
"28.01.2021","46,06","45,94","46,59","45,69","24,97M","1,57%"
"27.01.2021","45,35","45,00","46,66","44,53","32,41M","-1,13%"
"26.01.2021","45,87","47,26","47,86","45,85","23,98M","-2,20%"
"25.01.2021","46,90","46,90","47,05","46,16","26,40M","-1,12%"
"22.01.2021","47,43","47,01","47,64","46,64","23,26M","-1,41%"
"21.01.2021","48,11","49,33","49,39","47,68","29,06M","-2,87%"
"20.01.2021","49,53","49,11","49,74","48,99","22,34M","1,41%"
