iter	MAPE	RMSE
91	0.07648650658	20.88088555
92	0.0756549824	20.62382733
93	0.07529867717	20.51794094
94	0.07474846187	20.4030156
95	0.07417740623	20.22010417
96	0.07390271281	20.1262635
97	0.07356310034	20.03956781
98	0.07273160743	19.83713254
99	0.07240410975	19.75738149
100	0.07192023686	19.66272076
101	0.07158759418	19.58539882
102	0.07077938439	19.36994535
103	0.07036351998	19.27114176
104	0.06979307896	19.1542768
105	0.06897438302	18.87273632
106	0.06876534376	18.79605518
107	0.06834738021	18.68804929
108	0.06815836357	18.61529281
109	0.06768215343	18.51928583
110	0.06755385557	18.47541301
111	0.06727681206	18.41130825
112	0.06621489723	18.0807446
113	0.06584639966	17.99097706
114	0.0657097222	17.9462886
115	0.06536890859	17.86628678
116	0.06517666112	17.81700147
117	0.06498063466	17.77534626
118	0.06463671932	17.70056306
119	0.06421153765	17.61596347
120	0.06367847685	17.44475234
121	0.06292977979	17.18164158
122	0.06256473641	17.10655216
123	0.06212146188	16.95231922
124	0.0617764821	16.87914295
125	0.06162424608	16.84628997
126	0.06139676863	16.79374028
127	0.06047803	16.4998829
128	0.06035201593	16.45734531
129	0.05993107956	16.3622697
130	0.05953260138	16.25044841
131	0.0592947163	16.19729168
132	0.05915087985	16.15106757
133	0.05898461649	16.10439909
134	0.05841572036	15.97156327
135	0.05787847298	15.77131233
136	0.05775670337	15.74201548
137	0.05741385307	15.67373239
138	0.05696337166	15.55591409
139	0.05663493375	15.45203071
140	0.05622079184	15.31210754
141	0.05606143679	15.26175083
142	0.05583474566	15.2154553
143	0.05568005844	15.18323098
144	0.05538010841	15.12165472
145	0.0551030656	15.05242868
146	0.05490543288	15.01528078
147	0.05465163233	14.93280529
148	0.05454149592	14.90838171
149	0.05435623248	14.8601541
150	0.05412400752	14.81143622
151	0.05351224617	14.58481737
152	0.05323677684	14.53307322
153	0.05309843036	14.50455023
154	0.05300924817	14.45906145
155	0.05273657496	14.40646865
156	0.05219877097	14.20742249
157	0.05212440381	14.19421221
158	0.05175059387	14.04643967
159	0.05157221189	14.00339467
160	0.05145219034	13.97507463
161	0.05110377884	13.88910468
162	0.05051804438	13.70649502
163	0.05040031411	13.67313397
164	0.05019129324	13.63141058
165	0.04991145526	13.56554007
166	0.04980473353	13.54068351
167	0.04963060345	13.46798188
168	0.04950123624	13.43760206
169	0.0492458304	13.39191242
170	0.04876947956	13.23233572
171	0.04850632083	13.16840433
172	0.04829410849	13.11464225
173	0.04813120077	13.07456862
174	0.0479910537	13.04309917
175	0.04782399376	13.00570574
176	0.0477278391	12.98158005
177	0.04755332106	12.94695176
178	0.04703753857	12.81055018
179	0.04689426103	12.78656454
180	0.04661635453	12.66612359
181	0.0465035527	12.63947744
182	0.04631395497	12.60060908
183	0.04613136343	12.56539981
184	0.04568121374	12.44263865
185	0.04548792393	12.38970344
186	0.04528321199	12.35078359
187	0.04512600546	12.31546834
188	0.04487595738	12.26017099
189	0.04475071142	12.22933727
190	0.04467514903	12.21107072
191	0.04437729489	12.0808171
192	0.0442426537	12.04638207
193	0.04354688158	11.85157434
194	0.04312180999	11.70036182
195	0.04295592042	11.64252987
196	0.04284987612	11.62195516
197	0.0427622094	11.60298489
198	0.04270274813	11.58862935
199	0.04252941297	11.52669645
200	0.04208336384	11.39464629
201	0.04194647521	11.36568315
202	0.04189843198	11.3533889
203	0.04178058874	11.32900528
204	0.04162551249	11.30320718
205	0.04103571495	11.13775668
206	0.04097775499	11.12481169
207	0.04070793415	11.05766969
208	0.04061594852	11.02264805
209	0.04042016514	10.97990306
210	0.04012682819	10.89752197
211	0.04002635203	10.87899072
212	0.04000816514	10.87404568
213	0.03977087642	10.77138985
214	0.03967914318	10.75159798
215	0.03958358538	10.73279631
216	0.03949148607	10.71134628
217	0.03915106014	10.60828307
218	0.03885339162	10.53748792
219	0.03865116768	10.48360304
220	0.03859974396	10.45933009
221	0.03853682928	10.44452234
222	0.03818389508	10.34542241
223	0.03807458922	10.30754195
224	0.03800141674	10.2930522
225	0.03787921856	10.26689786
226	0.0377897576	10.25108695
227	0.03771341955	10.23688468
228	0.0373436857	10.15002912
229	0.03728775995	10.1197514
230	0.03699805415	10.052914
231	0.0368455756	10.02471459
232	0.03676191518	9.994947762
233	0.03671810892	9.984164034
234	0.03635953227	9.883764762
235	0.03612286491	9.811249846
236	0.03607249375	9.80015443
237	0.03601962608	9.772110876
238	0.03598227159	9.765121545
239	0.03569421223	9.679404215
240	0.03554309531	9.648207016
241	0.0354794796	9.636355855
242	0.03540029157	9.619854829
243	0.0352866995	9.584348949
244	0.03510264895	9.536837893
245	0.0350660528	9.528020435
246	0.03498084818	9.499429422
247	0.03488665521	9.483554129
248	0.03468525145	9.433265351
249	0.03461293689	9.411430103
250	0.03455867093	9.403956222
251	0.03448654999	9.378141705
252	0.0343598461	9.346746206
253	0.03430025641	9.334790064
254	0.03423322555	9.323534786
255	0.03410696218	9.290034946
256	0.03397921545	9.256819136
257	0.03384443485	9.234343516
258	0.03370718883	9.208202043
259	0.03351505814	9.157837544
260	0.03332411021	9.083586702
261	0.03328995431	9.066979433
262	0.03323285523	9.055480893
263	0.03321112389	9.051699298
264	0.03317297333	9.034502829
265	0.03309484946	9.020670248
266	0.03301986425	9.006200495
267	0.03275645062	8.916420747
268	0.03246291917	8.831695034
269	0.03240510419	8.81190723
270	0.03233094705	8.798893169
271	0.03228776448	8.782484631
272	0.03220731249	8.765754313
273	0.03198818899	8.70967598
274	0.03181974698	8.665374997
275	0.03170719438	8.651126592
276	0.03164492652	8.62947968
277	0.03149185191	8.602413262
278	0.03135392023	8.563912117
279	0.03125913864	8.53514013
280	0.03109307478	8.464995846
281	0.03089127114	8.415261843
282	0.03072436405	8.374177349
283	0.03054110688	8.317134445
284	0.03048986303	8.29833572
285	0.03037780929	8.268052279
286	0.03026279622	8.238765503
287	0.03015116285	8.212593791
288	0.03002008746	8.179856117
289	0.02971384235	8.072040392
290	0.02958372103	8.041598868
291	0.02955828874	8.034362492
292	0.02950435086	8.023518963
293	0.0294314204	8.008529352
294	0.02934824391	7.993088547
295	0.0291933776	7.927855535
296	0.02913733994	7.918337744
297	0.02908290166	7.909772972
298	0.02893248549	7.843618843
299	0.02878817047	7.79224796
300	0.02874278119	7.784873951
301	0.02869929528	7.773506957
302	0.02857329993	7.743958817
303	0.02850261105	7.723136056
304	0.02843372003	7.70993446
305	0.02831190562	7.676175553
306	0.02827965634	7.6634503
307	0.02822574827	7.634826307
308	0.02812554614	7.614524439
309	0.02804595837	7.601277842
310	0.02790375254	7.565814771
311	0.02773277439	7.517040584
312	0.02755645338	7.474869764
313	0.0274778223	7.453686148
314	0.02741136291	7.415664706
315	0.02730822731	7.389711323
316	0.02729122588	7.385414584
317	0.02720102945	7.356937841
318	0.02709276144	7.329591421
319	0.02698830191	7.301297837
320	0.026920796	7.265438205
321	0.02690441912	7.26088836
322	0.0267921913	7.238699247
323	0.02672438479	7.202232633
324	0.026642918	7.177996608
325	0.02645681233	7.119043983
326	0.02630209163	7.074133547
327	0.02602092864	6.980696129
328	0.02590945588	6.952878844
329	0.02585170501	6.921530299
330	0.02579341093	6.911120512
331	0.02575334983	6.895974354
332	0.02568955829	6.88338089
333	0.02565755998	6.866276844
334	0.02559689401	6.854687067
335	0.02551178637	6.837045643
336	0.02548632964	6.826604968
337	0.0254359395	6.817247985
338	0.0253275854	6.793687343
339	0.0252740304	6.78401618
340	0.02513048549	6.742690669
341	0.02508932052	6.735032532
342	0.02506242331	6.73060701
343	0.02501183907	6.715011337
344	0.0249830286	6.705165249
345	0.02495749564	6.700001223
346	0.02482988932	6.664315176
347	0.02468358912	6.610528046
348	0.02461613887	6.591325755
349	0.02457484199	6.576653514
350	0.0245188119	6.564970935
351	0.02446498523	6.553963904
352	0.02442274081	6.546146411
353	0.02433685724	6.522436421
354	0.02431113419	6.513242728
355	0.02426362564	6.505248465
356	0.02423050022	6.498471537
357	0.02418865526	6.490435852
358	0.02404980734	6.450866648
359	0.02396308778	6.436348558
360	0.02393010547	6.43062675
361	0.0238760424	6.413915561
362	0.02384408954	6.410566921
363	0.0237992829	6.401771284
364	0.02375356667	6.395629679
365	0.02368964959	6.363320685
366	0.02355484311	6.318387944
367	0.02334727925	6.264735856
368	0.02330193826	6.257804804
369	0.02322260471	6.246582631
370	0.02317673842	6.232810804
371	0.02304662242	6.179816959
372	0.0229722836	6.141550663
373	0.02288336078	6.100021519
374	0.02284772955	6.093467665
375	0.02282641985	6.085458516
376	0.02277522314	6.076072154
377	0.02271600623	6.067847306
378	0.02250788776	5.993736238
379	0.02246813236	5.979832069
380	0.02242930668	5.97281797
381	0.02229118694	5.947381487
382	0.0222293087	5.928459335
383	0.02213994254	5.894058358
384	0.02210073689	5.883568148
385	0.02203361143	5.870394576
386	0.02196958879	5.855535002
387	0.0217822798	5.790121416
388	0.02174863088	5.779215073
389	0.02157243132	5.722638464
390	0.02152798204	5.712731931
391	0.02147511906	5.701789756
392	0.02141589311	5.693096459
393	0.02125966826	5.645530594
394	0.02122875131	5.641223329
395	0.02117381116	5.631013531
396	0.0211465126	5.620053163
397	0.02109402596	5.603945465
398	0.02107198815	5.600196076
399	0.02106045509	5.598355818
400	0.02097365053	5.579258683
401	0.02093798514	5.568910659
402	0.02090253851	5.562938008
403	0.02086485411	5.554632162
404	0.02070695437	5.49825553
405	0.02070348189	5.496370316
406	0.02058513593	5.458040724
407	0.02051506761	5.439628485
408	0.02046851082	5.426068343
409	0.02028543513	5.365028582
410	0.02024906126	5.359442527
411	0.02017184215	5.339971847
412	0.02015346536	5.337753385
413	0.0200784433	5.316674866
414	0.01996783373	5.290888583
415	0.01992946155	5.284911505
416	0.01984205778	5.259782141
417	0.01980374914	5.254490889
418	0.01967168391	5.207639118
419	0.01964939749	5.204100288
420	0.01954829414	5.176751585
421	0.01938172423	5.119935348
422	0.01928267158	5.090227349
423	0.01924609933	5.085296802
424	0.01920444233	5.077095152
425	0.01911623537	5.056644925
426	0.01903868499	5.032281753
427	0.01896149034	5.008514617
428	0.01883540673	4.96952263
429	0.01877215412	4.953394687
430	0.01875629055	4.95083761
431	0.01870831512	4.937896683
432	0.01865957278	4.92666399
433	0.01862485483	4.919294283
434	0.01856821226	4.899284327
435	0.01853545191	4.895838328
436	0.01849165595	4.880610298
437	0.01838452478	4.848430798
438	0.01822649726	4.803749929
439	0.01818006516	4.791310445
440	0.01811733462	4.775327
441	0.01803889632	4.757534857
442	0.01799459325	4.746980218
443	0.01796525709	4.730910306
444	0.01782323842	4.683932826
445	0.01780182465	4.67533937
446	0.01777017367	4.670664952
447	0.01775853934	4.667171364
448	0.01773222365	4.664321971
449	0.01770654615	4.659536356
450	0.01758273182	4.620444728
451	0.01746250048	4.592052451
452	0.01735201098	4.556095889
453	0.01728879372	4.547408628
454	0.01726324423	4.543088711
455	0.01719489577	4.527949356
456	0.01715515387	4.515929862
457	0.01709668521	4.49406909
458	0.01700216811	4.457845933
459	0.01693225196	4.44347591
460	0.01692283927	4.440989076
461	0.01687382411	4.433769456
462	0.01682168336	4.41227545
463	0.01674409526	4.3914149
464	0.0166424304	4.358777769
465	0.01655717879	4.325154377
466	0.01645501355	4.298315473
467	0.01634599761	4.269468984
468	0.01629250976	4.261232542
469	0.01624787479	4.248633051
470	0.01620262838	4.238941633
471	0.01610681721	4.214277175
472	0.01605319853	4.197580332
473	0.01602751978	4.189730023
474	0.01589870057	4.152904841
475	0.01586671843	4.148631075
476	0.01580759141	4.1293006
477	0.01577076134	4.123396161
478	0.0157153584	4.109933064
479	0.01567042318	4.089253837
480	0.01563938466	4.083982625
481	0.01560748695	4.06841479
482	0.01555916275	4.051819866
483	0.01554145865	4.045564854
484	0.01550786123	4.03438952
485	0.01544178591	4.01833174
486	0.01539028112	4.002455294
487	0.01535561959	3.99744123
488	0.01534646653	3.995350322
489	0.01529583635	3.988140155
490	0.01527216804	3.982136515
491	0.0152261671	3.967487391
492	0.01519973986	3.961391074
493	0.01514369366	3.946336783
494	0.01507308844	3.923948339
495	0.01503818126	3.918726804
496	0.01498855496	3.900764392
497	0.01493861547	3.877799816
498	0.01487367322	3.864415296
499	0.01479105671	3.841122717
500	0.01473530884	3.829477313
501	0.01468044976	3.815873907
502	0.01467370887	3.814992623
503	0.01463750138	3.807785064
504	0.01458973698	3.792464373
505	0.01456084536	3.788639457
506	0.01454092338	3.781456146
507	0.01447785691	3.754626984
508	0.01439280776	3.723614293
509	0.0143777608	3.718455369
510	0.01431574069	3.690810569
511	0.01428834391	3.687733088
512	0.01422195722	3.662622284
513	0.01413991886	3.640436514
514	0.0141100683	3.633718353
515	0.01404311369	3.616946535
516	0.01400656415	3.608685951
517	0.01399322646	3.605584788
518	0.01394490559	3.583396765
519	0.01388096636	3.56413395
520	0.01382957379	3.542744558
521	0.01381814076	3.539220645
522	0.0137666216	3.526406221
523	0.01372449331	3.514514956
524	0.01370083084	3.509973973
525	0.01366503451	3.491340116
526	0.01365465865	3.489056054
527	0.01361013458	3.478567617
528	0.0135951383	3.475635807
529	0.01357852167	3.471861383
530	0.01354266368	3.462811197
531	0.01349333111	3.445610253
532	0.01346759116	3.439272984
533	0.01344602566	3.435391922
534	0.01341731616	3.431208742
535	0.0133622166	3.418468222
536	0.01331036982	3.400239625
537	0.01329764123	3.397978982
538	0.01323543445	3.38021574
539	0.01320932255	3.373246036
540	0.01320333765	3.371260396
541	0.0131492745	3.360458742
542	0.0130912806	3.341745413
543	0.01305259876	3.330247389
544	0.01297443254	3.30843156
545	0.01296686147	3.306623587
546	0.01294850661	3.30460636
547	0.01292919699	3.302430635
548	0.01288954484	3.29126372
549	0.01282913808	3.278223425
550	0.01279106677	3.269934903
551	0.0127579152	3.256179248
552	0.0127459281	3.253489837
553	0.01271009952	3.246244685
554	0.012701469	3.244214352
555	0.01265466315	3.23157174
556	0.01261862408	3.215967496
557	0.01256453996	3.201659107
558	0.01253102191	3.194124826
559	0.01249550198	3.182574792
560	0.01244518524	3.162375185
561	0.01237086261	3.14202697
562	0.01230220112	3.129146203
563	0.01224399851	3.108181287
564	0.01219761983	3.095176659
565	0.01217097937	3.091801773
566	0.01216237673	3.090640489
567	0.01212175505	3.080591077
568	0.01204140638	3.059691474
569	0.01196484164	3.039330309
570	0.01195445979	3.036868331
571	0.0119270878	3.026498596
572	0.01186034105	3.006848507
573	0.01183355482	3.000720565
574	0.01178659621	2.982533722
575	0.01175166128	2.973226694
576	0.0117453499	2.971311103
577	0.01171379625	2.960799393
578	0.01171001063	2.959746556
579	0.01170206831	2.959065507
580	0.01168113603	2.952935677
581	0.01164263426	2.942618041
582	0.01160950143	2.932475055
583	0.01158247753	2.924326684
584	0.01155341991	2.909869542
585	0.01151767733	2.902035979
586	0.01146767677	2.887998037
587	0.01143545155	2.880204848
588	0.01141533773	2.872862887
589	0.01139500184	2.869887967
590	0.01135924012	2.862477168
591	0.01132455955	2.850639976
592	0.01129717561	2.841511316
593	0.01129131353	2.839791038
594	0.01124370242	2.824491295
595	0.01121023556	2.814412229
596	0.01117029764	2.803333725
597	0.01113076499	2.794858008
598	0.0111011562	2.785539213
599	0.01108109048	2.78040053
600	0.01101003032	2.762405662
601	0.01097520101	2.753021458
602	0.01095713957	2.749069472
603	0.01093220054	2.745577004
604	0.01089533473	2.73581208
605	0.01084776478	2.723687036
606	0.01083138148	2.719103017
607	0.01081353841	2.717241336
608	0.01079795679	2.713587343
609	0.01076969978	2.703797834
610	0.01072088509	2.687322092
611	0.01067896326	2.675008015
612	0.01063150887	2.664269455
613	0.01060515655	2.656412188
614	0.010578816	2.64915361
615	0.01053043082	2.641318208
616	0.01048805159	2.631085785
617	0.0104742689	2.628551493
618	0.01044180902	2.622132738
619	0.01040338525	2.610860221
620	0.01039858138	2.610141074
621	0.01035909508	2.600965672
622	0.01031538166	2.591987443
623	0.01027330868	2.583987951
624	0.01024001854	2.573829552
625	0.01019688531	2.563730157
626	0.01017284223	2.560357006
627	0.01013489645	2.546431495
628	0.01010364736	2.538683188
629	0.01004914608	2.521894827
630	0.01003816021	2.519543976
631	0.01001058802	2.510829317
632	0.009978419254	2.506957244
633	0.009959928048	2.50445311
634	0.009900809543	2.489777574
635	0.009876353273	2.484759406
636	0.009836310835	2.469408864
637	0.009811512034	2.460065151
638	0.009801011587	2.458871771
639	0.009795661209	2.457130794
640	0.009760626107	2.44799905
641	0.009719501589	2.439692132
642	0.009698195815	2.433856109
643	0.009683538273	2.43101032
644	0.00966617644	2.426909573
645	0.009623267407	2.415122193
646	0.009592740761	2.403678796
647	0.009562706481	2.39174093
648	0.009510947311	2.379480678
649	0.009476383187	2.369933153
650	0.009438641331	2.355057331
651	0.009413256193	2.348916923
652	0.009391101909	2.34433453
653	0.009354961915	2.334660009
654	0.009336623145	2.32952508
655	0.009313108961	2.323001994
656	0.009294611095	2.316161138
657	0.009258192019	2.308620399
658	0.009197643367	2.292214227
659	0.009160873335	2.278993987
660	0.009134093331	2.271838279
661	0.009097357822	2.263563994
662	0.009062708377	2.254787953
663	0.0090360629	2.246123315
664	0.009026936988	2.244141007
665	0.008976085203	2.230168428
666	0.00895159931	2.223618527
667	0.00893888761	2.222279509
668	0.008911403281	2.215814341
669	0.008866156284	2.20436856
670	0.008834908417	2.192751288
671	0.00882922316	2.191232336
672	0.008816793395	2.189781589
673	0.008778224619	2.180790526
674	0.008753405897	2.177775445
675	0.008745660925	2.176305628
676	0.008704932745	2.170316371
677	0.008664476164	2.161613721
678	0.008659199108	2.160376518
679	0.008638303286	2.155461569
680	0.008631085161	2.154637779
681	0.008604489573	2.149867382
682	0.008545093952	2.137556339
683	0.00852798382	2.132883421
684	0.008503166214	2.126794593
685	0.008473577801	2.11882681
686	0.008449684044	2.109790013
687	0.008426503484	2.101250679
688	0.008413788301	2.099619934
689	0.00837431561	2.090183083
690	0.008340040607	2.083078469
691	0.008325918013	2.080932956
692	0.008314728348	2.079811479
693	0.008290660136	2.074967872
694	0.008263847462	2.065847106
695	0.008254817595	2.063854643
696	0.008238010792	2.060570042
697	0.008204536102	2.054089175
698	0.008170907721	2.040910865
699	0.008141865245	2.031652015
700	0.008122832961	2.02948547
701	0.008090617462	2.020789478
702	0.00807839304	2.01835151
703	0.008060949741	2.015451762
704	0.008053387936	2.014473822
705	0.008010523318	2.005303124
706	0.007981427922	1.999870995
707	0.007977411379	1.999152936
708	0.007968217813	1.997898347
709	0.007947384244	1.990710381
710	0.007908662747	1.976029346
711	0.007903409633	1.975346006
712	0.007872315988	1.967348776
713	0.00786609816	1.966640041
714	0.007847095531	1.960431453
715	0.007827831431	1.956206847
716	0.007799721993	1.948997683
717	0.007768579316	1.936821556
718	0.007753067118	1.935416796
719	0.007729755621	1.929935214
720	0.007705180017	1.922637598
721	0.007698186343	1.921071933
722	0.007676883723	1.9159133
723	0.007629819409	1.901534644
724	0.007621985826	1.900329676
725	0.007580945363	1.892316965
726	0.007578219877	1.89194526
727	0.007548451771	1.883757274
728	0.007536830671	1.882251162
729	0.007526952899	1.88068256
730	0.007491694004	1.874219334
731	0.007480350021	1.872821147
732	0.007454353753	1.867022088
733	0.007440454996	1.861002742
734	0.007437171515	1.860452266
735	0.007429604073	1.858842397
736	0.007403495389	1.853900429
737	0.007378103803	1.843545566
738	0.007355826732	1.836673254
739	0.007330580249	1.829864188
740	0.007312775383	1.821865412
741	0.007298983142	1.820185491
742	0.007274358559	1.812409429
743	0.007269841681	1.811517576
744	0.00724485195	1.806908478
745	0.00722573847	1.800061783
746	0.007211724802	1.796198342
747	0.007179849255	1.789764723
748	0.007148898457	1.77952327
749	0.007116115731	1.769059146
750	0.007097658313	1.765443184
751	0.007073402113	1.760879708
752	0.007047271108	1.754243151
753	0.007031764185	1.750164658
754	0.007018740547	1.744010846
755	0.007001027822	1.740568634
756	0.006977606403	1.736724547
757	0.006962804872	1.733120182
758	0.006927583642	1.724741188
759	0.006900974836	1.719221844
760	0.006890229499	1.714059608
761	0.006887426759	1.713486201
762	0.006854913034	1.707775783
763	0.006837069177	1.702123854
764	0.00682763035	1.699950214
765	0.006820539759	1.698714029
766	0.006791410488	1.690018976
767	0.006770770899	1.683180707
768	0.006764412549	1.682419314
769	0.0067482722	1.676673733
770	0.006721796283	1.668592487
771	0.006714365728	1.663976392
772	0.006701543626	1.658761429
773	0.006673715709	1.652767097
774	0.006653738817	1.644492848
775	0.006624251374	1.637819962
776	0.006592943158	1.627419926
777	0.006577174932	1.622975358
778	0.006563378002	1.62032681
779	0.006536905856	1.61246705
780	0.00653264678	1.611375514
781	0.006527453973	1.610565619
782	0.006507542797	1.60245488
783	0.006482911351	1.596714611
784	0.006477695085	1.595550805
785	0.006465636087	1.591839604
786	0.006429849903	1.583749975
787	0.006423809279	1.582479788
788	0.006411459062	1.579738085
789	0.006389217219	1.571803561
790	0.006368637086	1.565515733
791	0.006358171237	1.564179606
792	0.006342740605	1.560499525
793	0.00633650606	1.559072437
794	0.00633094668	1.557633026
795	0.006310034025	1.552129722
796	0.006297556614	1.546592215
797	0.006294789877	1.546067985
798	0.006268797959	1.540834058
799	0.006226069691	1.528946186
800	0.006200561734	1.522244371
801	0.006193691229	1.521543824
802	0.006190327936	1.520997529
803	0.006162524231	1.512918767
804	0.006134390458	1.50768708
805	0.006113616283	1.502483297
806	0.006097187859	1.496970083
807	0.006059292831	1.489977907
808	0.006043346264	1.48551173
809	0.006032682474	1.48441828
810	0.006013839359	1.480622181
811	0.006009049797	1.479745098
812	0.00599640159	1.476922261
813	0.005971669439	1.47230387
814	0.00596396653	1.471108868
815	0.005954878133	1.469989944
816	0.005904631087	1.455332435
817	0.005881247211	1.449520431
818	0.005877552662	1.44886503
819	0.005856957155	1.443151644
820	0.005855104076	1.442761242
821	0.005845337708	1.438244753
822	0.005839445856	1.435245887
823	0.005813277296	1.426572699
824	0.005808575168	1.425486456
825	0.005802474839	1.424800502
826	0.005789902119	1.423574444
827	0.005775466248	1.420284638
828	0.005744440293	1.413447632
829	0.005731768345	1.412092427
830	0.005712817381	1.408237762
831	0.005695575522	1.403657293
832	0.005693191815	1.403261906
833	0.005689383955	1.402621144
834	0.005685861636	1.40207134
835	0.005661933398	1.397170371
836	0.005642358478	1.394015737
837	0.005632426398	1.39296353
838	0.005618503567	1.388509947
839	0.005600945761	1.383195643
840	0.005590904291	1.380696579
841	0.005565122753	1.37090102
842	0.005560821355	1.370231889
843	0.005531365629	1.36375196
844	0.005517943097	1.358823311
845	0.005483366438	1.351040867
846	0.005466545488	1.347195341
847	0.005461985028	1.346170863
848	0.005451799386	1.345022593
849	0.005440361333	1.342602088
850	0.005419732177	1.338694608
851	0.005411719431	1.337890274
852	0.005391961987	1.332166476
853	0.00536731151	1.32663603
854	0.005348524418	1.322030429
855	0.005323930831	1.312994127
856	0.005306573813	1.307721684
857	0.005299474896	1.30496879
858	0.005281232295	1.300818037
859	0.005269852593	1.296725675
860	0.005240730926	1.288746518
861	0.005236317823	1.287973178
862	0.005233184541	1.287623953
863	0.005217281293	1.284402696
864	0.005214745966	1.284113502
865	0.005196023639	1.278309903
866	0.005173314521	1.27219689
867	0.00516213923	1.267791999
868	0.005146445554	1.262052011
869	0.005136324174	1.259011502
870	0.005122660592	1.253986464
871	0.005120576624	1.253580951
872	0.005110767719	1.250408928
873	0.005107637725	1.250108563
874	0.005091996557	1.246366131
875	0.005060532409	1.237809723
876	0.005046103898	1.234582378
877	0.005033812398	1.231932654
878	0.005005063396	1.223724283
879	0.005002691869	1.223384249
880	0.00499184892	1.22211598
881	0.004972139435	1.217252155
882	0.004946717786	1.210856301
883	0.004925131137	1.205841385
884	0.004901877316	1.200771039
885	0.004881115691	1.19606658
886	0.004871343475	1.194862972
887	0.004865675341	1.193546806
888	0.004856699779	1.192635692
889	0.004832050114	1.185842798
890	0.004820137952	1.183296998
891	0.004802009283	1.180475997
892	0.004789720232	1.175010785
893	0.004781663019	1.174057734
894	0.00475935037	1.16821363
895	0.004757769623	1.167933896
896	0.004738513651	1.161255129
897	0.004724066755	1.157958708
898	0.004703660586	1.152879321
899	0.004690185167	1.148435223
900	0.004686028257	1.146987594
901	0.004673200848	1.143809723
902	0.004649145482	1.138845975
903	0.004632541742	1.134996626
904	0.004619500874	1.131223033
905	0.004615638782	1.130167692
906	0.004609244448	1.128666177
907	0.004594761607	1.125270042
908	0.004579514631	1.12098111
909	0.004563040573	1.117068565
910	0.004551696521	1.114443862
911	0.004537847902	1.109112052
912	0.004530354151	1.107597527
913	0.004518099434	1.105254925
914	0.004505261491	1.101723201
915	0.004481290292	1.09519373
916	0.004464808051	1.090089075
917	0.004448769396	1.086445971
918	0.004444210033	1.085474705
919	0.004428791351	1.081012247
920	0.004411486398	1.075400274
921	0.004393159797	1.071182756
922	0.004388748722	1.070651549
923	0.004374533767	1.066359544
924	0.004365648651	1.063577173
925	0.004354281358	1.059809222
926	0.004336431293	1.056284254
927	0.004327333653	1.052445065
928	0.004325622918	1.052020171
929	0.004311895369	1.047237036
930	0.004297935136	1.044325633
931	0.004289014002	1.043042682
